k,combo_id,relay_subset,n_satellites,v_bits,seed,gs_reconfig_s,xl_rate_bps,completion_ratio,total_delivered_bits
1,5,SAT_5,15,8000000000,42,70.0,2000000.0,0.581293,69755179337
1,3,SAT_3,15,8000000000,42,70.0,2000000.0,0.591667,71000088545
1,2,SAT_2,15,8000000000,42,70.0,2000000.0,0.563795,67655350748
1,12,SAT_12,15,8000000000,42,70.0,2000000.0,0.514521,61742503724
1,13,SAT_13,15,8000000000,42,70.0,2000000.0,0.526217,63146085825
1,14,SAT_14,15,8000000000,42,70.0,2000000.0,0.588512,70621494935
1,11,SAT_11,15,8000000000,42,70.0,2000000.0,0.611515,73381806571
1,8,SAT_8,15,8000000000,42,70.0,2000000.0,0.583926,70071174768
1,9,SAT_9,15,8000000000,42,70.0,2000000.0,0.627263,75271543017
1,0,SAT_0,15,8000000000,42,70.0,2000000.0,0.583063,69967530211
1,1,SAT_1,15,8000000000,42,70.0,2000000.0,0.622091,74650929999
1,6,SAT_6,15,8000000000,42,70.0,2000000.0,0.493611,59233344867
1,7,SAT_7,15,8000000000,42,70.0,2000000.0,0.605594,72671221142
1,10,SAT_10,15,8000000000,42,70.0,2000000.0,0.609357,73122895230
1,4,SAT_4,15,8000000000,42,70.0,2000000.0,0.613572,73628639334
2,1,"SAT_5,SAT_12",15,8000000000,42,70.0,2000000.0,0.813881,97665736812
2,3,"SAT_8,SAT_14",15,8000000000,42,70.0,2000000.0,0.937561,112507267048
2,4,"SAT_1,SAT_2",15,8000000000,42,70.0,2000000.0,0.920508,110460993921
2,5,"SAT_1,SAT_10",15,8000000000,42,70.0,2000000.0,0.968162,116179487761
2,2,"SAT_6,SAT_7",15,8000000000,42,70.0,2000000.0,0.82034,98440832543
2,8,"SAT_2,SAT_13",15,8000000000,42,70.0,2000000.0,0.798125,95775015004
2,7,"SAT_2,SAT_4",15,8000000000,42,70.0,2000000.0,0.935435,112252255824
2,0,"SAT_4,SAT_7",15,8000000000,42,70.0,2000000.0,0.758467,91016014675
2,6,"SAT_3,SAT_13",15,8000000000,42,70.0,2000000.0,0.874059,104887051326
2,9,"SAT_0,SAT_4",15,8000000000,42,70.0,2000000.0,0.956455,114774608607
2,10,"SAT_10,SAT_13",15,8000000000,42,70.0,2000000.0,0.819115,98293814445
2,13,"SAT_0,SAT_2",15,8000000000,42,70.0,2000000.0,0.893681,107241737044
2,12,"SAT_6,SAT_10",15,8000000000,42,70.0,2000000.0,0.922708,110725008595
2,11,"SAT_11,SAT_13",15,8000000000,42,70.0,2000000.0,0.886542,106385064520
2,14,"SAT_0,SAT_13",15,8000000000,42,70.0,2000000.0,0.88374,106048769293
2,16,"SAT_5,SAT_11",15,8000000000,42,70.0,2000000.0,0.948153,113778341873
2,15,"SAT_1,SAT_8",15,8000000000,42,70.0,2000000.0,0.980593,117671169013
2,17,"SAT_2,SAT_14",15,8000000000,42,70.0,2000000.0,0.883679,106041474020
2,22,"SAT_3,SAT_6",15,8000000000,42,70.0,2000000.0,0.829978,99597404419
2,19,"SAT_10,SAT_14",15,8000000000,42,70.0,2000000.0,0.824417,98930047657
2,18,"SAT_7,SAT_12",15,8000000000,42,70.0,2000000.0,0.792083,95049908570
2,24,"SAT_0,SAT_10",15,8000000000,42,70.0,2000000.0,0.953299,114395887950
2,23,"SAT_3,SAT_10",15,8000000000,42,70.0,2000000.0,0.955192,114623058314
2,25,"SAT_3,SAT_8",15,8000000000,42,70.0,2000000.0,0.850499,102059878762
2,21,"SAT_4,SAT_6",15,8000000000,42,70.0,2000000.0,0.888295,106595401660
2,26,"SAT_2,SAT_12",15,8000000000,42,70.0,2000000.0,0.912883,109546000152
2,27,"SAT_11,SAT_14",15,8000000000,42,70.0,2000000.0,1.0,120000000000
2,20,"SAT_6,SAT_13",15,8000000000,42,70.0,2000000.0,0.652761,78331269811
3,1,"SAT_2,SAT_7,SAT_14",15,8000000000,42,70.0,2000000.0,0.968183,116181987420
2,29,"SAT_8,SAT_13",15,8000000000,42,70.0,2000000.0,0.885766,106291908385
2,28,"SAT_9,SAT_13",15,8000000000,42,70.0,2000000.0,0.898159,107779030064
3,2,"SAT_3,SAT_5,SAT_10",15,8000000000,42,70.0,2000000.0,0.957723,114926716690
3,4,"SAT_0,SAT_4,SAT_10",15,8000000000,42,70.0,2000000.0,0.869396,104327523120
3,8,"SAT_0,SAT_4,SAT_6",15,8000000000,42,70.0,2000000.0,0.959491,115138944502
3,0,"SAT_1,SAT_6,SAT_13",15,8000000000,42,70.0,2000000.0,0.720842,86500996282
3,6,"SAT_2,SAT_3,SAT_8",15,8000000000,42,70.0,2000000.0,0.859771,103172488128
3,3,"SAT_1,SAT_5,SAT_13",15,8000000000,42,70.0,2000000.0,0.770775,92492989202
3,5,"SAT_1,SAT_9,SAT_11",15,8000000000,42,70.0,2000000.0,0.595554,71466493793
3,7,"SAT_0,SAT_1,SAT_13",15,8000000000,42,70.0,2000000.0,0.943042,113165088432
3,9,"SAT_3,SAT_5,SAT_8",15,8000000000,42,70.0,2000000.0,0.979659,117559051378
3,10,"SAT_0,SAT_1,SAT_7",15,8000000000,42,70.0,2000000.0,0.887652,106518215600
3,11,"SAT_0,SAT_6,SAT_10",15,8000000000,42,70.0,2000000.0,0.900073,108008750358
3,13,"SAT_7,SAT_10,SAT_14",15,8000000000,42,70.0,2000000.0,0.942909,113149046586
3,14,"SAT_0,SAT_6,SAT_12",15,8000000000,42,70.0,2000000.0,0.903024,108362896617
3,15,"SAT_1,SAT_10,SAT_11",15,8000000000,42,70.0,2000000.0,0.813778,97653392456
3,12,"SAT_1,SAT_7,SAT_12",15,8000000000,42,70.0,2000000.0,0.805348,96641793054
3,17,"SAT_6,SAT_8,SAT_11",15,8000000000,42,70.0,2000000.0,0.985738,118288586975
3,16,"SAT_9,SAT_10,SAT_13",15,8000000000,42,70.0,2000000.0,0.905259,108631098676
3,22,"SAT_0,SAT_7,SAT_14",15,8000000000,42,70.0,2000000.0,0.89004,106804789279
3,20,"SAT_4,SAT_8,SAT_14",15,8000000000,42,70.0,2000000.0,0.774021,92882547631
3,19,"SAT_0,SAT_2,SAT_8",15,8000000000,42,70.0,2000000.0,0.79888,95865641309
3,24,"SAT_6,SAT_7,SAT_14",15,8000000000,42,70.0,2000000.0,0.951167,114140091073
3,18,"SAT_4,SAT_12,SAT_13",15,8000000000,42,70.0,2000000.0,0.746956,89634690274
3,21,"SAT_0,SAT_3,SAT_13",15,8000000000,42,70.0,2000000.0,0.782887,93946493296
3,29,"SAT_5,SAT_11,SAT_14",15,8000000000,42,70.0,2000000.0,1.0,120000000000
3,23,"SAT_7,SAT_9,SAT_12",15,8000000000,42,70.0,2000000.0,0.796461,95575365783
3,27,"SAT_8,SAT_13,SAT_14",15,8000000000,42,70.0,2000000.0,0.961132,115335840524
4,1,"SAT_2,SAT_7,SAT_8,SAT_14",15,8000000000,42,70.0,2000000.0,0.87767,105320455265
3,28,"SAT_6,SAT_10,SAT_11",15,8000000000,42,70.0,2000000.0,0.936637,112396417170
