k,combo_id,relay_subset,n_satellites,v_bits,seed,gs_reconfig_s,xl_rate_bps,completion_ratio,total_delivered_bits
1,9,SAT_9,15,8000000000,42,100.0,25000000.0,1.0,119999999999
1,11,SAT_11,15,8000000000,42,100.0,25000000.0,1.0,119999999999
1,10,SAT_10,15,8000000000,42,100.0,25000000.0,1.0,119999999999
1,5,SAT_5,15,8000000000,42,100.0,25000000.0,1.0,119999999999
1,8,SAT_8,15,8000000000,42,100.0,25000000.0,1.0,120000000000
1,14,SAT_14,15,8000000000,42,100.0,25000000.0,1.0,119999999999
1,3,SAT_3,15,8000000000,42,100.0,25000000.0,1.0,120000000000
1,1,SAT_1,15,8000000000,42,100.0,25000000.0,1.0,120000000000
1,12,SAT_12,15,8000000000,42,100.0,25000000.0,1.0,120000000000
1,2,SAT_2,15,8000000000,42,100.0,25000000.0,1.0,119999999999
1,7,SAT_7,15,8000000000,42,100.0,25000000.0,1.0,120000000000
1,4,SAT_4,15,8000000000,42,100.0,25000000.0,1.0,120000000000
1,13,SAT_13,15,8000000000,42,100.0,25000000.0,1.0,120000000000
1,0,SAT_0,15,8000000000,42,100.0,25000000.0,1.0,120000000000
1,6,SAT_6,15,8000000000,42,100.0,25000000.0,1.0,119999999999
2,3,"SAT_8,SAT_14",15,8000000000,42,100.0,25000000.0,0.975755,117090568218
2,1,"SAT_5,SAT_12",15,8000000000,42,100.0,25000000.0,1.0,120000000000
2,5,"SAT_1,SAT_10",15,8000000000,42,100.0,25000000.0,0.997298,119675719265
2,2,"SAT_6,SAT_7",15,8000000000,42,100.0,25000000.0,1.0,120000000000
2,4,"SAT_1,SAT_2",15,8000000000,42,100.0,25000000.0,0.933371,112004506109
2,7,"SAT_2,SAT_4",15,8000000000,42,100.0,25000000.0,1.0,119999999999
2,8,"SAT_2,SAT_13",15,8000000000,42,100.0,25000000.0,1.0,120000000000
2,0,"SAT_4,SAT_7",15,8000000000,42,100.0,25000000.0,0.695941,83512904461
2,6,"SAT_3,SAT_13",15,8000000000,42,100.0,25000000.0,0.92704,111244770247
2,9,"SAT_0,SAT_4",15,8000000000,42,100.0,25000000.0,0.943102,113172275028
2,11,"SAT_11,SAT_13",15,8000000000,42,100.0,25000000.0,0.964065,115687792212
2,10,"SAT_10,SAT_13",15,8000000000,42,100.0,25000000.0,0.867611,104113305439
2,12,"SAT_6,SAT_10",15,8000000000,42,100.0,25000000.0,1.0,119999999999
2,13,"SAT_0,SAT_2",15,8000000000,42,100.0,25000000.0,1.0,120000000000
2,16,"SAT_5,SAT_11",15,8000000000,42,100.0,25000000.0,1.0,120000000000
2,14,"SAT_0,SAT_13",15,8000000000,42,100.0,25000000.0,0.920548,110465768880
2,17,"SAT_2,SAT_14",15,8000000000,42,100.0,25000000.0,1.0,120000000000
2,15,"SAT_1,SAT_8",15,8000000000,42,100.0,25000000.0,0.944588,113350599741
2,21,"SAT_4,SAT_6",15,8000000000,42,100.0,25000000.0,0.903982,108477886103
2,23,"SAT_3,SAT_10",15,8000000000,42,100.0,25000000.0,0.974121,116894530855
2,24,"SAT_0,SAT_10",15,8000000000,42,100.0,25000000.0,0.960149,115217843069
2,25,"SAT_3,SAT_8",15,8000000000,42,100.0,25000000.0,0.894486,107338270055
2,18,"SAT_7,SAT_12",15,8000000000,42,100.0,25000000.0,0.849375,101925002183
2,22,"SAT_3,SAT_6",15,8000000000,42,100.0,25000000.0,0.870425,104450956556
2,19,"SAT_10,SAT_14",15,8000000000,42,100.0,25000000.0,0.822339,98680627377
2,26,"SAT_2,SAT_12",15,8000000000,42,100.0,25000000.0,0.989953,118794365415
3,1,"SAT_2,SAT_7,SAT_14",15,8000000000,42,100.0,25000000.0,0.955337,114640417555
2,20,"SAT_6,SAT_13",15,8000000000,42,100.0,25000000.0,0.865445,103853349492
3,0,"SAT_1,SAT_6,SAT_13",15,8000000000,42,100.0,25000000.0,0.796143,95537165387
2,29,"SAT_8,SAT_13",15,8000000000,42,100.0,25000000.0,0.982948,117953712838
2,27,"SAT_11,SAT_14",15,8000000000,42,100.0,25000000.0,0.99965,119958044164
3,6,"SAT_2,SAT_3,SAT_8",15,8000000000,42,100.0,25000000.0,0.816703,98004337299
3,4,"SAT_0,SAT_4,SAT_10",15,8000000000,42,100.0,25000000.0,0.803902,96468201751
