k,combo_id,relay_subset,n_satellites,v_bits,seed,gs_reconfig_s,xl_rate_bps,completion_ratio,total_delivered_bits
1,1,SAT_1,15,4000000000,42,30.0,25000000.0,1.0,59999999999
1,11,SAT_11,15,4000000000,42,30.0,25000000.0,1.0,60000000000
1,8,SAT_8,15,4000000000,42,30.0,25000000.0,1.0,59999999999
1,0,SAT_0,15,4000000000,42,30.0,25000000.0,1.0,59999999999
1,9,SAT_9,15,4000000000,42,30.0,25000000.0,1.0,60000000000
1,5,SAT_5,15,4000000000,42,30.0,25000000.0,1.0,60000000000
1,3,SAT_3,15,4000000000,42,30.0,25000000.0,1.0,59999999999
1,7,SAT_7,15,4000000000,42,30.0,25000000.0,1.0,60000000000
1,14,SAT_14,15,4000000000,42,30.0,25000000.0,1.0,59999999999
1,2,SAT_2,15,4000000000,42,30.0,25000000.0,1.0,59999999999
1,10,SAT_10,15,4000000000,42,30.0,25000000.0,1.0,59999999999
1,4,SAT_4,15,4000000000,42,30.0,25000000.0,1.0,60000000000
1,13,SAT_13,15,4000000000,42,30.0,25000000.0,1.0,60000000000
1,12,SAT_12,15,4000000000,42,30.0,25000000.0,1.0,59999999999
1,6,SAT_6,15,4000000000,42,30.0,25000000.0,1.0,60000000000
2,6,"SAT_3,SAT_13",15,4000000000,42,30.0,25000000.0,1.0,59999999999
2,1,"SAT_5,SAT_12",15,4000000000,42,30.0,25000000.0,1.0,60000000000
2,3,"SAT_8,SAT_14",15,4000000000,42,30.0,25000000.0,1.0,60000000000
2,0,"SAT_4,SAT_7",15,4000000000,42,30.0,25000000.0,1.0,60000000000
2,2,"SAT_6,SAT_7",15,4000000000,42,30.0,25000000.0,1.0,59999999999
2,5,"SAT_1,SAT_10",15,4000000000,42,30.0,25000000.0,1.0,59999999999
2,4,"SAT_1,SAT_2",15,4000000000,42,30.0,25000000.0,1.0,59999999999
2,8,"SAT_2,SAT_13",15,4000000000,42,30.0,25000000.0,1.0,59999999999
2,7,"SAT_2,SAT_4",15,4000000000,42,30.0,25000000.0,1.0,60000000000
2,9,"SAT_0,SAT_4",15,4000000000,42,30.0,25000000.0,1.0,59999999999
2,12,"SAT_6,SAT_10",15,4000000000,42,30.0,25000000.0,1.0,59999999999
2,11,"SAT_11,SAT_13",15,4000000000,42,30.0,25000000.0,1.0,59999999999
2,14,"SAT_0,SAT_13",15,4000000000,42,30.0,25000000.0,1.0,59999999999
2,10,"SAT_10,SAT_13",15,4000000000,42,30.0,25000000.0,1.0,59999999999
2,13,"SAT_0,SAT_2",15,4000000000,42,30.0,25000000.0,1.0,59999999999
2,15,"SAT_1,SAT_8",15,4000000000,42,30.0,25000000.0,1.0,59999999999
2,16,"SAT_5,SAT_11",15,4000000000,42,30.0,25000000.0,1.0,59999999999
2,18,"SAT_7,SAT_12",15,4000000000,42,30.0,25000000.0,1.0,59999999999
